Time,BPM,Temp,Humidity,Emotion,Movement,Voice,Stress,Suggestion
2026-05-07 16:43:25.942879,75.0,34.2,70.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:43:26.112306,74.0,34.2,70.0,neutral,LOW,LOW,LOW,Stay calm and relax.
2026-05-07 16:43:26.298041,74.0,34.2,70.0,neutral,LOW,LOW,LOW,Stay calm and relax.
2026-05-07 16:43:28.707351,74.0,34.7,70.0,neutral,LOW,LOW,LOW,Stay calm and relax.
2026-05-07 16:43:28.873380,74.0,34.7,70.0,neutral,LOW,LOW,LOW,Stay calm and relax.
2026-05-07 16:43:29.116588,74.0,34.7,70.0,neutral,LOW,LOW,LOW,Stay calm and relax.
2026-05-07 16:43:29.305255,82.0,34.7,70.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:43:30.263733,82.0,34.7,70.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:43:30.652231,82.0,34.7,70.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:43:30.809962,82.0,34.7,70.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:43:31.062275,77.0,34.7,70.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:43:31.234995,77.0,34.7,70.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:43:31.472815,77.0,34.7,70.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:43:31.660476,77.0,34.7,70.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:43:31.842129,73.0,34.7,70.0,neutral,LOW,LOW,LOW,Stay calm and relax.
2026-05-07 16:43:32.087986,73.0,34.7,70.0,neutral,HIGH,LOW,LOW,Stay calm and relax.
2026-05-07 16:43:32.266958,73.0,34.7,70.0,neutral,HIGH,LOW,LOW,Stay calm and relax.
2026-05-07 16:43:33.253679,73.0,34.7,70.0,neutral,HIGH,LOW,LOW,Stay calm and relax.
2026-05-07 16:49:31.170993,13.0,34.7,68.0,neutral,LOW,HIGH,HIGH,Stay calm and relax.
2026-05-07 16:49:31.828485,13.0,34.7,68.0,neutral,LOW,HIGH,HIGH,Stay calm and relax.
2026-05-07 16:49:32.849750,13.0,34.7,68.0,neutral,LOW,LOW,LOW,Stay calm and relax.
2026-05-07 16:49:33.252799,31.0,34.7,68.0,angry,LOW,LOW,HIGH,Stay calm and relax.
2026-05-07 16:49:33.568671,31.0,34.7,68.0,angry,LOW,LOW,HIGH,Stay calm and relax.
2026-05-07 16:49:33.750792,31.0,34.7,69.0,angry,LOW,LOW,HIGH,Stay calm and relax.
2026-05-07 16:49:33.931070,49.0,34.7,69.0,angry,LOW,LOW,HIGH,Stay calm and relax.
2026-05-07 16:49:34.123589,49.0,34.7,69.0,angry,LOW,LOW,HIGH,Stay calm and relax.
2026-05-07 16:49:34.308493,49.0,34.7,69.0,angry,LOW,LOW,HIGH,Stay calm and relax.
2026-05-07 16:49:34.537693,67.0,34.7,69.0,angry,LOW,LOW,HIGH,Stay calm and relax.
2026-05-07 16:49:35.207127,67.0,34.7,69.0,angry,LOW,LOW,HIGH,Stay calm and relax.
2026-05-07 16:49:36.435430,67.0,34.7,69.0,neutral,LOW,LOW,LOW,Stay calm and relax.
2026-05-07 16:49:36.609199,67.0,34.7,69.0,neutral,LOW,LOW,LOW,Stay calm and relax.
2026-05-07 16:49:37.048504,67.0,34.7,69.0,neutral,LOW,LOW,LOW,Stay calm and relax.
2026-05-07 16:49:37.356906,77.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:37.664049,77.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:37.972484,77.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:38.160274,82.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:39.201173,82.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:39.509219,82.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:39.827484,82.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:40.669964,82.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:40.818941,82.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:41.042054,82.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:42.036636,82.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:42.335046,82.0,34.7,69.0,neutral,HIGH,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:42.578266,82.0,34.7,69.0,neutral,HIGH,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:42.766581,77.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:42.988291,77.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:43.300388,77.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:43.603326,85.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:43.910097,85.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:44.934470,85.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:45.230604,84.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:45.429722,84.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:45.617481,84.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:45.815353,84.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:46.061937,84.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:46.233569,84.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:46.415164,85.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:46.615704,85.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:46.783249,85.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:47.800995,89.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:48.211607,89.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 16:49:48.520235,89.0,34.7,69.0,neutral,LOW,LOW,MEDIUM,Stay calm and relax.
2026-05-07 17:03:22.031801,18.0,34.2,70.0,neutral,LOW,LOW,LOW,"Try taking a slow, deep breath to maintain your calm and focus."
2026-05-07 17:03:24.264311,18.0,34.2,70.0,neutral,HIGH,HIGH,HIGH,Try deep breathing exercises for a few minutes to help reduce stress.
2026-05-07 17:03:25.695501,18.0,34.2,70.0,neutral,HIGH,HIGH,HIGH,Try deep breathing exercises for a few minutes to help reduce stress and calm your mind.
2026-05-07 17:03:27.638448,35.0,34.2,70.0,neutral,LOW,LOW,LOW,Try gentle stretching to boost circulation and improve energy.
2026-05-07 17:03:29.177409,35.0,34.2,70.0,neutral,LOW,LOW,LOW,Try incorporating a 5-minute mindfulness breathing exercise into your day to maintain calm and focus.
2026-05-07 17:03:31.017847,35.0,34.2,70.0,neutral,LOW,HIGH,HIGH,"Try slow, deep breaths to help lower your heart rate and reduce stress."
2026-05-07 17:03:32.348574,35.0,34.2,70.0,neutral,LOW,HIGH,HIGH,"Try deep, slow breathing exercises to help reduce stress and lower your heart rate."
2026-05-07 17:03:34.191698,35.0,34.2,70.0,neutral,LOW,LOW,LOW,Try incorporating gentle stretching into your day to help maintain flexibility and promote relaxation.
2026-05-07 17:03:35.320433,46.0,34.2,70.0,neutral,LOW,LOW,LOW,Try incorporating gentle deep breathing exercises into your daily routine to promote relaxation and maintain your calm state.
2026-05-07 17:03:37.059813,46.0,34.2,70.0,neutral,LOW,HIGH,HIGH,"Try deep, slow breathing exercises to help reduce stress and promote calmness."
2026-05-07 17:03:38.494475,46.0,34.2,70.0,happy,LOW,HIGH,HIGH,"Try deep, slow breaths to help calm stress while keeping your happiness flowing."
2026-05-07 17:03:40.440331,46.0,34.2,70.0,happy,LOW,LOW,LOW,Try incorporating gentle deep breathing exercises into your day to maintain your calm and happiness.
2026-05-07 17:03:41.674811,59.0,34.2,70.0,neutral,LOW,LOW,LOW,Try taking a few deep breaths to enhance relaxation and maintain your calm state.
2026-05-07 17:03:43.715487,59.0,34.2,70.0,neutral,LOW,HIGH,HIGH,Try a few deep belly breaths to help lower your stress and bring calm.
2026-05-07 17:03:44.844536,59.0,34.2,70.0,happy,LOW,HIGH,HIGH,Try deep breathing exercises to help reduce stress while maintaining your happy mood.
2026-05-07 17:03:48.018524,59.0,34.2,70.0,happy,LOW,LOW,LOW,Try starting your day with a few minutes of mindful breathing to maintain your calm and happiness.
2026-05-07 17:03:50.166384,59.0,34.2,70.0,neutral,LOW,LOW,LOW,Try incorporating a 5-minute mindful breathing exercise into your day to enhance relaxation.
2026-05-07 17:10:47.569851,13.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.497140,13.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.523207,13.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.556270,13.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.582455,13.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.616111,24.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.646126,24.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.678238,24.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.709588,41.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.741054,41.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.773393,41.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.802955,59.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.833722,59.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.864772,59.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.897377,59.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.921530,59.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.959652,59.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:48.992450,68.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:49.022557,68.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:49.055796,68.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:49.189270,73.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:49.409556,73.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:49.629508,73.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:49.982458,73.0,34.7,70.0,neutral,LOW,LOW,LOW,"Try taking a few deep, slow breaths to enhance your relaxation and focus."
2026-05-07 17:10:50.935453,76.0,34.7,70.0,neutral,LOW,LOW,MEDIUM,Take a 5-minute mindful breathing break to help reset and reduce stress.
2026-05-07 17:10:51.784596,76.0,34.7,70.0,neutral,LOW,LOW,MEDIUM,Take a 5-minute mindful breathing break to help reset and reduce stress.
2026-05-07 17:10:51.809621,76.0,34.7,70.0,neutral,LOW,LOW,MEDIUM,Take a 5-minute mindful breathing break to help reset and reduce stress.
2026-05-07 17:10:51.842659,76.0,34.7,70.0,neutral,LOW,LOW,MEDIUM,Take a 5-minute mindful breathing break to help reset and reduce stress.
2026-05-07 17:10:52.879648,71.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:53.028702,71.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:53.071698,71.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:53.099166,71.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:53.136834,67.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:53.199881,67.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:53.262800,67.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:53.292729,67.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:53.325309,71.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:53.354227,71.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:53.385,71.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:53.424937,71.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:53.637205,71.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:54.638626,64.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:54.664091,64.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:54.692007,64.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:54.717525,64.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:54.764420,64.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:54.979775,61.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:55.327560,61.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:55.425449,61.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:55.643090,61.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:55.864468,61.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:56.084469,61.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:56.304211,61.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:56.545642,61.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:57.536145,61.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:57.710183,58.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:57.738850,58.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:57.770063,58.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:57.810366,58.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:57.877467,58.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:58.089818,58.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:58.310452,54.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:58.555089,54.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:58.771659,54.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:10:58.990501,61.0,34.7,70.0,neutral,LOW,LOW,LOW,Take a short walk outside to refresh your mind and body.
2026-05-07 17:28:27.731677,13.0,33.3,73.0,neutral,LOW,HIGH,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:28.681724,13.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:28.711895,13.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:28.745364,13.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:28.777053,13.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:28.801083,24.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:28.829811,24.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:28.860381,24.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:28.885626,42.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:28.914791,42.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:28.948688,42.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:28.978112,42.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.005612,55.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.034301,55.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.060888,55.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.093955,55.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.119610,69.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.158410,69.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.185788,69.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.214529,73.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.240391,73.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.266784,73.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.332760,80.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.362824,80.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.398341,80.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.427621,80.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.452283,80.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.477248,80.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.513788,85.0,33.3,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.572499,85.0,33.6,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.611440,85.0,33.6,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.669214,89.0,33.6,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:29.883454,89.0,33.6,73.0,sad,LOW,LOW,HIGH,"Take a few deep, slow breaths to help calm your mind and reduce stress."
2026-05-07 17:28:32.915604,89.0,33.6,73.0,neutral,LOW,LOW,MEDIUM,Try taking a 5-minute mindful breathing break to help reduce stress and increase focus.
2026-05-07 17:28:33.820918,89.0,33.6,73.0,neutral,LOW,LOW,MEDIUM,Try taking a 5-minute mindful breathing break to help reduce stress and increase focus.
